ts, sip, dip, sport, dport, proto, dura, orig_pks, reply_pks, orig_bytes, reply_bytes, orig_min_pkt_size, orig_max_pkt_size, reply_min_pkt_size, reply_max_pkt_size, orig_min_interval, orig_max_interval, reply_min_interval, reply_max_interval, orig_min_ttl, orig_max_ttl, reply_min_ttl, reply_max_ttl, urg, ack, psh, rst, syn, fin, is_new, state, prev_state
626369, 1.1.128.65, 1.1.0.40, 20480,4095, 6,101, 3100,3114,161200,622800, 52,52,200,200, 1,65214,1,62583, 32,32,32,32, 0,6214,3114,0,0,0, 0,3,3
626369, 1.1.0.39, 1.1.130.150, 598,20480, 6,43, 1454,1510,290800,78520, 200,200,52,52, 1,64658,1,62395, 32,32,32,32, 0,2964,1454,0,0,0, 0,3,3
626369, 1.1.131.67, 1.1.2.94, 20480,48614, 6,14, 2998,3045,155896,609000, 52,52,200,200, 1,64033,1,61320, 32,32,32,32, 0,6043,3045,0,0,0, 1,3,3
626369, 1.1.0.64, 1.1.128.108, 64041,20480, 6,50, 0,0,0,0, 0,0,0,0, 0,0,0,0, 0,0,0,0, 0,0,0,0,0,0, 0,3,3
626369, 1.1.2.42, 1.1.129.118, 11321,20480, 6,21, 0,0,0,0, 0,0,0,0, 0,0,0,0, 0,0,0,0, 0,0,0,0,0,0, 0,3,3
626369, 1.1.131.115, 1.1.2.57, 20480,45855, 6,168, 4269,4127,221988,825400, 52,52,200,200, 1,61069,1,64658, 32,32,32,32, 0,8396,4127,0,0,0, 0,3,3
626369, 1.1.1.175, 1.1.130.58, 33992,20480, 6,45, 0,0,0,0, 0,0,0,0, 0,0,0,0, 0,0,0,0, 0,0,0,0,0,0, 0,3,3
626369, 1.1.0.157, 1.1.128.112, 56534,20480, 6,44, 2432,2321,486400,120692, 200,200,52,52, 1,57316,1,64752, 32,32,32,32, 0,4753,2432,0,0,0, 0,3,3
626369, 1.1.128.129, 1.1.3.209, 20480,25001, 6,63, 4442,4398,230984,879600, 52,52,200,200, 1,64276,1,55952, 32,32,32,32, 0,8840,4398,0,0,0, 0,3,3
626369, 1.1.2.198, 1.1.129.134, 21488,20480, 6,104, 3983,3897,796600,202644, 200,200,52,52, 1,64571,1,64675, 32,32,32,32, 0,7880,3983,0,0,0, 0,3,3
626369, 1.1.2.206, 1.1.128.94, 32464,20480, 6,116, 4620,4491,924000,233532, 200,200,52,52, 1,56824,1,60617, 32,32,32,32, 0,9111,4620,0,0,0, 0,3,3
626369, 1.1.130.247, 1.1.1.161, 20480,46111, 6,63, 3956,3828,205712,765600, 52,52,200,200, 1,65102,1,63309, 32,32,32,32, 0,7784,3828,0,0,0, 0,3,3
626369, 1.1.129.94, 1.1.1.151, 20480,11014, 6,58, 3356,3320,174512,664000, 52,52,200,200, 1,65054,1,65326, 32,32,32,32, 0,6676,3320,0,0,0, 0,3,3
626369, 1.1.3.29, 1.1.129.252, 51436,20480, 6,22, 0,0,0,0, 0,0,0,0, 0,0,0,0, 0,0,0,0, 0,0,0,0,0,0, 0,3,3
626369, 1.1.2.119, 1.1.129.92, 50218,20480, 6,54, 4870,4883,974000,253916, 200,200,52,52, 1,64079,1,61215, 32,32,32,32, 0,9753,4870,0,0,0, 0,3,3
626369, 1.1.0.180, 1.1.129.43, 28131,20480, 6,81, 3960,4050,792000,210600, 200,200,52,52, 1,63756,1,61012, 32,32,32,32, 0,8010,3960,0,0,0, 0,3,3
626369, 1.1.131.140, 1.1.3.13, 20480,3067, 6,54, 0,0,0,0, 0,0,0,0, 0,0,0,0, 0,0,0,0, 0,0,0,0,0,0, 0,3,3
626369, 1.1.130.78, 1.1.0.165, 20480,38574, 6,19, 2,2,868,104, 434,434,52,52, 3,3,3,3, 32,32,32,32, 0,4,2,0,0,0, 1,3,3
626369, 1.1.131.183, 1.1.1.76, 20480,63648, 6,14, 2239,2245,116436,448704, 52,56,52,200, 1,65072,1,64985, 32,32,32,32, 0,4484,2243,0,2,0, 1,3,3
626369, 1.1.1.110, 1.1.130.169, 12819,20480, 6,67, 3203,3262,640600,169624, 200,200,52,52, 1,65485,1,59962, 32,32,32,32, 0,6465,3203,0,0,0, 0,3,3
626369, 1.1.3.5, 1.1.129.2, 55920,13568, 17,14, 2,0,122,0, 61,61,0,0, 0,0,0,0, 32,32,0,0, 0,0,0,0,0,0, 1,8,7
626369, 1.1.131.99, 1.1.1.147, 20480,41851, 6,37, 4729,4897,245908,979400, 52,52,200,200, 1,61581,1,62326, 32,32,32,32, 0,9626,4897,0,0,0, 0,3,3
626369, 1.1.0.46, 1.1.129.214, 8656,20480, 6,10, 2,12,112,18000, 56,56,1500,1500, 1,1,9,1248, 32,32,32,32, 0,12,8,0,2,0, 1,3,3
626369, 1.1.0.147, 1.1.128.170, 32017,20480, 6,60, 0,0,0,0, 0,0,0,0, 0,0,0,0, 0,0,0,0, 0,0,0,0,0,0, 0,6,3
626369, 1.1.130.114, 1.1.2.47, 20480,23063, 6,87, 3991,3959,207532,791800, 52,52,200,200, 1,64901,1,65389, 32,32,32,32, 0,7950,3959,0,0,0, 0,3,3
626369, 1.1.128.75, 1.1.0.115, 20480,21458, 6,37, 4993,5071,259636,1014200, 52,52,200,200, 1,62425,1,63805, 32,32,32,32, 0,10064,5071,0,0,0, 0,3,3
626369, 1.1.128.62, 1.1.2.107, 20480,38953, 6,93, 4253,4251,221156,850200, 52,52,200,200, 1,65326,1,63459, 32,32,32,32, 0,8504,4251,0,0,0, 0,3,3
626369, 1.1.1.161, 1.1.129.255, 24897,20480, 6,48, 1648,1664,329600,86528, 200,200,52,52, 1,63926,1,63175, 32,32,32,32, 0,3312,1648,0,0,0, 0,3,3
626369, 1.1.129.110, 1.1.3.134, 20480,27261, 6,34, 2871,2896,149292,579200, 52,52,200,200, 1,64839,1,65511, 32,32,32,32, 0,5767,2896,0,0,0, 0,3,3
626369, 1.1.130.240, 1.1.3.164, 20480,14384, 6,63, 0,0,0,0, 0,0,0,0, 0,0,0,0, 0,0,0,0, 0,0,0,0,0,0, 0,6,3
626369, 1.1.130.132, 1.1.1.28, 20480,14259, 6,27, 2055,1953,106860,390600, 52,52,200,200, 1,64929,1,61841, 32,32,32,32, 0,4008,1953,0,0,0, 0,3,3
626369, 1.1.0.193, 1.1.128.190, 19440,20480, 6,17, 6,4,320,3055, 52,56,56,1500, 1,4697,3913,8712, 32,32,32,32, 0,8,1,0,4,0, 1,3,3
626369, 1.1.3.126, 1.1.130.104, 7149,20480, 6,113, 4238,4287,847600,222924, 200,200,52,52, 1,59548,1,65499, 32,32,32,32, 0,8525,4238,0,0,0, 0,3,3
626369, 1.1.128.219, 1.1.2.27, 20480,48711, 6,26, 2068,2034,107536,406800, 52,52,200,200, 1,61968,1,59362, 32,32,32,32, 0,4102,2034,0,0,0, 0,3,3
626369, 1.1.0.243, 1.1.129.152, 26585,20480, 6,105, 3876,3958,775200,205816, 200,200,52,52, 1,64288,1,62329, 32,32,32,32, 0,7834,3876,0,0,0, 0,3,3
626369, 1.1.128.183, 1.1.0.143, 20480,59719, 6,23, 2278,2157,118456,431400, 52,52,200,200, 1,65319,1,61979, 32,32,32,32, 0,4435,2157,0,0,0, 0,3,3
626369, 1.1.130.249, 1.1.3.121, 20480,25430, 6,34, 4818,4782,250536,956400, 52,52,200,200, 1,63433,1,61209, 32,32,32,32, 0,9600,4782,0,0,0, 0,3,3
626369, 1.1.0.167, 1.1.128.40, 42521,13568, 17,19, 2,0,122,0, 61,61,0,0, 1,1,0,0, 32,32,0,0, 0,0,0,0,0,0, 1,8,7
626369, 1.1.3.11, 1.1.130.42, 58937,20480, 6,30, 0,0,0,0, 0,0,0,0, 0,0,0,0, 0,0,0,0, 0,0,0,0,0,0, 0,3,3
626369, 1.1.128.157, 1.1.1.206, 20480,14730, 6,44, 1760,1643,91520,328600, 52,52,200,200, 1,64769,1,59836, 32,32,32,32, 0,3403,1643,0,0,0, 0,3,3
626369, 1.1.128.22, 1.1.0.187, 20480,26615, 6,4, 3,6,2364,312, 432,1500,52,52, 2,5172,1,5171, 32,32,32,32, 0,9,2,0,0,2, 1,6,4
626369, 1.1.128.213, 1.1.2.130, 20480,53198, 6,52, 0,0,0,0, 0,0,0,0, 0,0,0,0, 0,0,0,0, 0,0,0,0,0,0, 0,3,3
626369, 1.1.2.170, 1.1.130.115, 40828,20480, 6,53, 0,0,0,0, 0,0,0,0, 0,0,0,0, 0,0,0,0, 0,0,0,0,0,0, 0,3,3
626369, 1.1.2.99, 1.1.131.16, 46809,20480, 6,29, 2279,2365,455800,122980, 200,200,52,52, 1,60402,1,61922, 32,32,32,32, 0,4644,2279,0,0,0, 0,3,3
626369, 1.1.128.25, 1.1.0.250, 20480,49650, 6,80, 3444,3433,179088,686600, 52,52,200,200, 1,61176,1,63822, 32,32,32,32, 0,6877,3433,0,0,0, 0,3,3
626369, 1.1.2.94, 1.1.131.187, 19204,13568, 17,14, 2,0,120,0, 60,60,0,0, 0,0,0,0, 32,32,0,0, 0,0,0,0,0,0, 1,8,7
626369, 1.1.2.34, 1.1.128.15, 24592,20480, 6,45, 1659,1761,331800,91572, 200,200,52,52, 1,49409,1,64714, 32,32,32,32, 0,3420,1659,0,0,0, 0,3,3
626369, 1.1.0.248, 1.1.130.204, 12223,20480, 6,96, 3280,3296,656000,171392, 200,200,52,52, 1,63659,1,64075, 32,32,32,32, 0,6576,3280,0,0,0, 0,3,3
626369, 1.1.0.21, 1.1.131.76, 59122,20480, 6,34, 0,0,0,0, 0,0,0,0, 0,0,0,0, 0,0,0,0, 0,0,0,0,0,0, 0,3,3
626369, 1.1.1.61, 1.1.129.138, 2109,20480, 6,10, 1721,1740,344200,90480, 200,200,52,52, 1,64013,1,59809, 32,32,32,32, 0,3461,1721,0,0,0, 1,3,3
626369, 1.1.2.195, 1.1.130.17, 18161,20480, 6,69, 3125,3154,625000,164008, 200,200,52,52, 1,64420,1,65171, 32,32,32,32, 0,6279,3125,0,0,0, 0,3,3
626369, 1.1.0.235, 1.1.130.160, 44732,13568, 17,10, 2,0,116,0, 58,58,0,0, 0,0,0,0, 32,32,0,0, 0,0,0,0,0,0, 1,8,7
626369, 1.1.0.196, 1.1.130.206, 24638,20480, 6,74, 2885,3053,577000,158756, 200,200,52,52, 1,65134,1,64762, 32,32,32,32, 0,5938,2885,0,0,0, 0,3,3
626369, 1.1.2.91, 1.1.130.113, 3562,20480, 6,44, 0,0,0,0, 0,0,0,0, 0,0,0,0, 0,0,0,0, 0,0,0,0,0,0, 0,3,3
626369, 1.1.128.48, 1.1.1.253, 20480,39997, 6,47, 1653,1696,85956,339200, 52,52,200,200, 1,61444,1,65038, 32,32,32,32, 0,3349,1696,0,0,0, 0,3,3
626369, 1.1.0.220, 1.1.129.43, 47545,20480, 6,38, 4829,4870,965800,253240, 200,200,52,52, 1,61587,1,63219, 32,32,32,32, 0,9699,4829,0,0,0, 0,3,3
626369, 1.1.130.234, 1.1.3.77, 20480,46173, 6,78, 4574,4558,237848,911600, 52,52,200,200, 1,60824,1,63887, 32,32,32,32, 0,9132,4558,0,0,0, 0,3,3
626369, 1.1.130.160, 1.1.2.66, 20480,63977, 6,78, 3178,3106,165256,621200, 52,52,200,200, 1,62485,1,65132, 32,32,32,32, 0,6284,3106,0,0,0, 0,3,3
626369, 1.1.0.110, 1.1.130.119, 23254,20480, 6,84, 3574,3575,714800,185900, 200,200,52,52, 1,64883,1,64535, 32,32,32,32, 0,7149,3574,0,0,0, 0,3,3
626369, 1.1.129.112, 1.1.1.28, 20480,7962, 6,27, 0,0,0,0, 0,0,0,0, 0,0,0,0, 0,0,0,0, 0,0,0,0,0,0, 0,3,3
626369, 1.1.130.36, 1.1.2.20, 20480,19320, 6,140, 5203,5174,270556,1034800, 52,52,200,200, 1,57231,1,57182, 32,32,32,32, 0,10377,5174,0,0,0, 0,3,3
626369, 1.1.3.166, 1.1.131.70, 55815,20480, 6,62, 3770,3812,754000,198224, 200,200,52,52, 1,65325,1,64814, 32,32,32,32, 0,7582,3770,0,0,0, 0,3,3
626369, 1.1.3.79, 1.1.128.43, 15439,20480, 6,28, 2050,2019,410000,104988, 200,200,52,52, 1,64123,1,61549, 32,32,32,32, 0,4069,2050,0,0,0, 0,3,3
626369, 1.1.128.245, 1.1.0.23, 20480,30052, 6,68, 0,0,0,0, 0,0,0,0, 0,0,0,0, 0,0,0,0, 0,0,0,0,0,0, 0,6,3
626369, 1.1.1.87, 1.1.129.5, 55856,20480, 6,37, 4543,4287,908600,222924, 200,200,52,52, 1,63115,1,63009, 32,32,32,32, 0,8830,4543,0,0,0, 0,3,3
626369, 1.1.3.190, 1.1.131.242, 20551,20480, 6,80, 4183,4199,836600,218348, 200,200,52,52, 1,62591,1,63124, 32,32,32,32, 0,8382,4183,0,0,0, 0,3,3
626369, 1.1.2.233, 1.1.128.39, 28860,20480, 6,60, 3184,3255,636800,169260, 200,200,52,52, 1,61176,1,63288, 32,32,32,32, 0,6439,3184,0,0,0, 0,3,3
626369, 1.1.2.56, 1.1.128.161, 30215,20480, 6,17, 4,6,208,3970, 52,52,52,1500, 1,4926,5,2774, 32,32,32,32, 0,10,3,0,0,0, 1,3,3
626369, 1.1.128.136, 1.1.0.144, 20480,31153, 6,46, 0,0,0,0, 0,0,0,0, 0,0,0,0, 0,0,0,0, 0,0,0,0,0,0, 0,3,3
626369, 1.1.129.32, 1.1.3.121, 20480,21881, 6,174, 3474,3506,180648,701200, 52,52,200,200, 1,64220,1,65374, 32,32,32,32, 0,6980,3506,0,0,0, 0,3,3
626369, 1.1.1.38, 1.1.131.92, 61514,13568, 17,18, 2,2,118,150, 59,59,75,75, 1,1,1,1, 32,32,32,32, 0,0,0,0,0,0, 1,8,7
626369, 1.1.2.240, 1.1.129.67, 64009,20480, 6,143, 3508,3492,701600,181584, 200,200,52,52, 1,59348,1,65124, 32,32,32,32, 0,7000,3508,0,0,0, 0,3,3
626369, 1.1.2.90, 1.1.128.74, 36233,13568, 17,14, 2,2,122,154, 61,61,77,77, 1,1,1,1, 32,32,32,32, 0,0,0,0,0,0, 1,8,7
626369, 1.1.131.80, 1.1.1.209, 20480,53939, 6,33, 0,0,0,0, 0,0,0,0, 0,0,0,0, 0,0,0,0, 0,0,0,0,0,0, 0,3,3
626369, 1.1.3.214, 1.1.128.60, 10680,20480, 6,176, 4795,4550,959000,236600, 200,200,52,52, 1,64749,1,58085, 32,32,32,32, 0,9345,4795,0,0,0, 0,3,3
626369, 1.1.0.196, 1.1.131.198, 55786,20480, 6,68, 3948,4032,789600,209664, 200,200,52,52, 1,62717,1,65205, 32,32,32,32, 0,7980,3948,0,0,0, 0,3,3
626369, 1.1.0.230, 1.1.131.22, 55479,20480, 6,58, 4852,4682,970400,243464, 200,200,52,52, 1,56569,1,60400, 32,32,32,32, 0,9534,4852,0,0,0, 0,3,3
626369, 1.1.3.78, 1.1.130.112, 1414,20480, 6,170, 4357,4173,871400,216996, 200,200,52,52, 1,63141,1,63627, 32,32,32,32, 0,8530,4357,0,0,0, 0,3,3
626369, 1.1.0.230, 1.1.130.150, 53927,20480, 6,36, 0,0,0,0, 0,0,0,0, 0,0,0,0, 0,0,0,0, 0,0,0,0,0,0, 0,3,3
626369, 1.1.129.194, 1.1.1.45, 20480,16017, 6,96, 4614,4633,239928,926600, 52,52,200,200, 1,63649,1,64325, 32,32,32,32, 0,9247,4633,0,0,0, 0,3,3
626369, 1.1.130.199, 1.1.3.37, 20480,19704, 6,65, 5263,5262,273676,1052400, 52,52,200,200, 1,63769,1,62903, 32,32,32,32, 0,10525,5262,0,0,0, 0,3,3
626369, 1.1.2.186, 1.1.130.44, 24305,20480, 6,87, 4483,4547,896600,236444, 200,200,52,52, 1,62628,1,58702, 32,32,32,32, 0,9030,4483,0,0,0, 0,3,3
626369, 1.1.130.19, 1.1.0.11, 20480,21278, 6,109, 5201,5255,270452,1051000, 52,52,200,200, 1,63934,1,61073, 32,32,32,32, 0,10456,5255,0,0,0, 0,3,3
626369, 1.1.3.68, 1.1.129.247, 38850,20480, 6,76, 2899,2941,579800,152932, 200,200,52,52, 1,62571,1,64956, 32,32,32,32, 0,5840,2899,0,0,0, 0,3,3
626369, 1.1.1.47, 1.1.129.108, 11038,20480, 6,31, 2881,3055,576200,158860, 200,200,52,52, 1,63974,1,65407, 32,32,32,32, 0,5936,2881,0,0,0, 0,3,3
626369, 1.1.128.231, 1.1.2.150, 20480,30075, 6,56, 0,0,0,0, 0,0,0,0, 0,0,0,0, 0,0,0,0, 0,0,0,0,0,0, 0,3,3
626369, 1.1.1.121, 1.1.128.189, 60018,20480, 6,106, 3015,3035,603000,157820, 200,200,52,52, 1,65354,1,64802, 32,32,32,32, 0,6050,3015,0,0,0, 0,3,3
626369, 1.1.129.102, 1.1.2.0, 20480,59611, 6,60, 3445,3344,179140,668800, 52,52,200,200, 1,64765,1,61985, 32,32,32,32, 0,6789,3344,0,0,0, 0,3,3
626369, 1.1.3.12, 1.1.130.33, 12914,20480, 6,20, 0,0,0,0, 0,0,0,0, 0,0,0,0, 0,0,0,0, 0,0,0,0,0,0, 0,3,3
626369, 1.1.130.10, 1.1.2.95, 20480,12740, 6,144, 3279,3392,170508,678400, 52,52,200,200, 1,62679,1,64280, 32,32,32,32, 0,6671,3392,0,0,0, 0,3,3
626369, 1.1.0.100, 1.1.129.110, 46432,20480, 6,38, 0,0,0,0, 0,0,0,0, 0,0,0,0, 0,0,0,0, 0,0,0,0,0,0, 0,3,3
626369, 1.1.3.111, 1.1.131.229, 54102,20480, 6,57, 4444,4525,888800,235300, 200,200,52,52, 1,65422,1,61470, 32,32,32,32, 0,8969,4444,0,0,0, 0,3,3
626369, 1.1.1.165, 1.1.131.43, 55583,20480, 6,91, 4680,4509,936000,234468, 200,200,52,52, 1,61492,1,61472, 32,32,32,32, 0,9189,4680,0,0,0, 0,3,3
626369, 1.1.128.131, 1.1.0.152, 20480,21685, 6,47, 0,0,0,0, 0,0,0,0, 0,0,0,0, 0,0,0,0, 0,0,0,0,0,0, 0,3,3
626369, 1.1.0.67, 1.1.131.113, 41169,20480, 6,64, 0,0,0,0, 0,0,0,0, 0,0,0,0, 0,0,0,0, 0,0,0,0,0,0, 0,6,3
626369, 1.1.1.21, 1.1.130.13, 56453,20480, 6,8, 4,8,208,6208, 52,52,52,1500, 6271,6271,9,1515, 32,32,32,32, 0,12,2,0,0,2, 1,6,4
626369, 1.1.2.244, 1.1.130.171, 36605,20480, 6,68, 4607,4487,921400,233324, 200,200,52,52, 1,63187,1,65329, 32,32,32,32, 0,9094,4607,0,0,0, 0,3,3
626369, 1.1.1.36, 1.1.131.190, 47057,20480, 6,164, 3584,3407,716800,177164, 200,200,52,52, 1,64590,1,64858, 32,32,32,32, 0,6991,3584,0,0,0, 0,3,3
626369, 1.1.2.208, 1.1.130.128, 15930,20480, 6,51, 0,0,0,0, 0,0,0,0, 0,0,0,0, 0,0,0,0, 0,0,0,0,0,0, 0,3,3
626369, 1.1.131.213, 1.1.0.216, 20480,37470, 6,158, 3112,2969,161824,593800, 52,52,200,200, 1,63653,1,65138, 32,32,32,32, 0,6081,2969,0,0,0, 0,3,3
626369, 1.1.131.106, 1.1.3.111, 20480,44618, 6,47, 2197,2301,114244,460200, 52,52,200,200, 1,57037,1,59948, 32,32,32,32, 0,4498,2301,0,0,0, 0,3,3
626369, 1.1.131.201, 1.1.2.208, 20480,21055, 6,51, 4533,4480,235716,896000, 52,52,200,200, 1,62702,1,63888, 32,32,32,32, 0,9013,4480,0,0,0, 0,3,3
626369, 1.1.2.9, 1.1.128.51, 53346,20480, 6,37, 4377,4467,875400,232284, 200,200,52,52, 1,65376,1,62932, 32,32,32,32, 0,8844,4377,0,0,0, 0,3,3
626369, 1.1.1.67, 1.1.128.199, 57716,13568, 17,19, 2,2,120,152, 60,60,76,76, 0,0,0,0, 32,32,32,32, 0,0,0,0,0,0, 1,8,7
626369, 1.1.1.247, 1.1.129.188, 12117,20480, 6,53, 4274,4399,854800,228748, 200,200,52,52, 1,65341,1,61166, 32,32,32,32, 0,8673,4274,0,0,0, 0,3,3
626369, 1.1.128.116, 1.1.3.221, 20480,20921, 6,42, 1877,1862,97604,372400, 52,52,200,200, 1,63122,1,60853, 32,32,32,32, 0,3739,1862,0,0,0, 0,3,3
626369, 1.1.1.218, 1.1.131.212, 32577,20480, 6,74, 4191,4118,838200,214136, 200,200,52,52, 1,62837,1,65314, 32,32,32,32, 0,8309,4191,0,0,0, 0,3,3
626369, 1.1.1.196, 1.1.129.233, 9758,20480, 6,22, 1773,1801,354600,93652, 200,200,52,52, 1,56844,1,63964, 32,32,32,32, 0,3574,1773,0,0,0, 0,3,3
626369, 1.1.128.143, 1.1.0.159, 20480,31236, 6,118, 4050,3958,210600,791600, 52,52,200,200, 1,64835,1,62926, 32,32,32,32, 0,8008,3958,0,0,0, 0,3,3
626369, 1.1.0.235, 1.1.130.110, 9227,20480, 6,67, 3385,3384,677000,175968, 200,200,52,52, 1,61868,1,63993, 32,32,32,32, 0,6769,3385,0,0,0, 0,3,3
626369, 1.1.130.120, 1.1.3.122, 20480,4115, 6,38, 4692,4717,243984,943400, 52,52,200,200, 1,65436,1,63813, 32,32,32,32, 0,9409,4717,0,0,0, 0,3,3
626369, 1.1.130.71, 1.1.2.73, 20480,43372, 6,136, 4883,4942,253916,988400, 52,52,200,200, 1,62039,1,57781, 32,32,32,32, 0,9825,4942,0,0,0, 0,3,3
626369, 1.1.129.223, 1.1.2.16, 20480,10438, 6,44, 2178,2163,113256,432600, 52,52,200,200, 1,60094,1,64899, 32,32,32,32, 0,4341,2163,0,0,0, 0,3,3
626369, 1.1.1.125, 1.1.128.101, 16825,20480, 6,33, 3952,4018,790400,208936, 200,200,52,52, 1,64741,1,65149, 32,32,32,32, 0,7970,3952,0,0,0, 0,3,3
626369, 1.1.131.72, 1.1.1.147, 20480,31943, 6,152, 4852,5029,252304,1005800, 52,52,200,200, 1,65301,1,58272, 32,32,32,32, 0,9881,5029,0,0,0, 0,3,3
626369, 1.1.2.204, 1.1.128.180, 12350,20480, 6,70, 4920,4802,984000,249704, 200,200,52,52, 1,64732,1,55023, 32,32,32,32, 0,9722,4920,0,0,0, 0,3,3
626369, 1.1.128.163, 1.1.1.46, 20480,26504, 6,41, 2193,2089,114036,417800, 52,52,200,200, 1,61056,1,59618, 32,32,32,32, 0,4282,2089,0,0,0, 0,3,3
626369, 1.1.128.158, 1.1.0.251, 20480,16440, 6,34, 3467,3521,180284,704200, 52,52,200,200, 1,60913,1,65463, 32,32,32,32, 0,6988,3521,0,0,0, 0,3,3
626369, 1.1.2.28, 1.1.130.53, 10366,20480, 6,86, 3745,3936,749000,204672, 200,200,52,52, 1,61198,1,63056, 32,32,32,32, 0,7681,3745,0,0,0, 0,3,3
626369, 1.1.2.101, 1.1.128.210, 52731,20480, 6,69, 4427,4315,885400,224380, 200,200,52,52, 1,59377,1,59462, 32,32,32,32, 0,8742,4427,0,0,0, 0,3,3
626369, 1.1.131.150, 1.1.0.40, 20480,27226, 6,10, 1937,1887,100724,377400, 52,52,200,200, 1,65056,1,62588, 32,32,32,32, 0,3824,1887,0,0,0, 1,3,3
626369, 1.1.1.172, 1.1.130.239, 38923,20480, 6,51, 4912,4812,982400,250224, 200,200,52,52, 1,58866,1,63263, 32,32,32,32, 0,9724,4912,0,0,0, 0,3,3
626369, 1.1.1.207, 1.1.130.156, 16271,13568, 17,15, 2,2,122,154, 61,61,77,77, 0,0,0,0, 32,32,32,32, 0,0,0,0,0,0, 1,8,7
626369, 1.1.0.28, 1.1.130.192, 60237,20480, 6,104, 3290,3384,658000,175968, 200,200,52,52, 1,63083,1,62103, 32,32,32,32, 0,6674,3290,0,0,0, 0,3,3
626369, 1.1.2.24, 1.1.128.67, 16203,20480, 6,19, 4239,4385,847216,228028, 52,200,52,56, 1,61268,1,61848, 32,32,32,32, 0,8622,4235,0,4,0, 1,3,3
626369, 1.1.0.243, 1.1.131.101, 22679,20480, 6,96, 4040,4036,808000,209872, 200,200,52,52, 1,64858,1,64056, 32,32,32,32, 0,8076,4040,0,0,0, 0,3,3
626369, 1.1.0.34, 1.1.128.205, 47893,20480, 6,42, 1594,1674,318800,87048, 200,200,52,52, 1,63942,1,62267, 32,32,32,32, 0,3268,1594,0,0,0, 0,3,3
626369, 1.1.130.82, 1.1.3.178, 20480,21415, 6,87, 3953,3924,205556,784800, 52,52,200,200, 1,63610,1,64391, 32,32,32,32, 0,7877,3924,0,0,0, 0,3,3
626369, 1.1.3.212, 1.1.130.22, 27470,13568, 17,17, 2,0,118,0, 59,59,0,0, 0,0,0,0, 32,32,0,0, 0,0,0,0,0,0, 1,8,7
626369, 1.1.1.49, 1.1.131.66, 31895,20480, 6,12, 8,6,424,3980, 52,56,56,1500, 1,6373,3,9610, 32,32,32,32, 0,12,2,0,4,0, 1,3,3
626369, 1.1.3.61, 1.1.128.16, 23077,20480, 6,48, 2232,2182,446400,113464, 200,200,52,52, 1,54308,1,53366, 32,32,32,32, 0,4414,2232,0,0,0, 0,3,3
626369, 1.1.0.228, 1.1.129.48, 44892,20480, 6,48, 0,0,0,0, 0,0,0,0, 0,0,0,0, 0,0,0,0, 0,0,0,0,0,0, 0,3,3
626369, 1.1.2.93, 1.1.130.58, 30408,20480, 6,43, 1662,1747,332400,90844, 200,200,52,52, 1,56120,1,59185, 32,32,32,32, 0,3409,1662,0,0,0, 0,3,3
626369, 1.1.3.39, 1.1.128.233, 29609,20480, 6,11, 1932,1989,386400,103428, 200,200,52,52, 1,59292,1,61654, 32,32,32,32, 0,3921,1932,0,0,0, 1,3,3
626369, 1.1.0.244, 1.1.129.250, 62341,20480, 6,39, 0,0,0,0, 0,0,0,0, 0,0,0,0, 0,0,0,0, 0,0,0,0,0,0, 0,3,3
626369, 1.1.1.235, 1.1.129.113, 25766,20480, 6,11, 2634,2487,526512,129324, 56,200,52,52, 1,60701,1,64377, 32,32,32,32, 0,5119,2632,0,2,0, 1,3,3
626369, 1.1.3.25, 1.1.128.224, 16176,13568, 17,18, 2,0,120,0, 60,60,0,0, 0,0,0,0, 32,32,0,0, 0,0,0,0,0,0, 1,8,7
626369, 1.1.1.65, 1.1.131.195, 49361,20480, 6,54, 5377,5156,1075400,268112, 200,200,52,52, 1,56160,1,65313, 32,32,32,32, 0,10533,5377,0,0,0, 0,3,3
626369, 1.1.129.80, 1.1.2.241, 13568,47090, 17,10, 2,0,150,0, 75,75,0,0, 0,0,0,0, 32,32,0,0, 0,0,0,0,0,0, 1,8,7
626369, 1.1.2.24, 1.1.131.123, 26423,20480, 6,65, 0,0,0,0, 0,0,0,0, 0,0,0,0, 0,0,0,0, 0,0,0,0,0,0, 0,6,3
626369, 1.1.1.16, 1.1.131.213, 55595,20480, 6,70, 4113,4223,822600,219596, 200,200,52,52, 1,65523,1,65365, 32,32,32,32, 0,8336,4113,0,0,0, 0,3,3
626369, 1.1.128.95, 1.1.2.236, 20480,22779, 6,13, 3117,3141,162084,628200, 52,52,200,200, 1,60527,1,62178, 32,32,32,32, 0,6258,3141,0,0,0, 1,3,3
626369, 1.1.1.24, 1.1.129.154, 31621,20480, 6,65, 0,0,0,0, 0,0,0,0, 0,0,0,0, 0,0,0,0, 0,0,0,0,0,0, 0,6,3
626369, 1.1.1.10, 1.1.129.201, 43236,20480, 6,176, 4407,4269,881400,221988, 200,200,52,52, 1,64832,1,64567, 32,32,32,32, 0,8676,4407,0,0,0, 0,3,3
626369, 1.1.128.235, 1.1.2.91, 20480,46311, 6,44, 1996,1864,103792,372800, 52,52,200,200, 1,59983,1,62347, 32,32,32,32, 0,3860,1864,0,0,0, 0,3,3
