 65372,20480, 6,338, 1891,0,98332,0, 52,52,0,0, 1,60739,0,0, 32,32,0,0, 0,1891,0,0,0,0, 0,3,3,1
 43652,20480, 6,354, 1850,0,96200,0, 52,52,0,0, 1,65341,0,0, 32,32,0,0, 0,1850,0,0,0,0, 0,3,3,1
 40046,20480, 6,366, 1950,0,101400,0, 52,52,0,0, 1,51585,0,0, 32,32,0,0, 0,1950,0,0,0,0, 0,3,3,1
 35029,20480, 6,343, 2014,0,104728,0, 52,52,0,0, 1,51774,0,0, 32,32,0,0, 0,2014,0,0,0,0, 0,3,3,1
 10060,20480, 6,366, 1934,0,100568,0, 52,52,0,0, 1,51873,0,0, 32,32,0,0, 0,1934,0,0,0,0, 0,3,3,1
 19358,20480, 6,337, 1862,0,96824,0, 52,52,0,0, 1,51660,0,0, 32,32,0,0, 0,1862,0,0,0,0, 0,3,3,1
 53953,20480, 6,334, 2084,0,108368,0, 52,52,0,0, 1,62697,0,0, 32,32,0,0, 0,2084,0,0,0,0, 0,3,3,1
 25986,20480, 6,331, 2062,0,107224,0, 52,52,0,0, 1,64413,0,0, 32,32,0,0, 0,2062,0,0,0,0, 0,3,3,1
 20704,20480, 6,355, 1996,0,103792,0, 52,52,0,0, 1,52384,0,0, 32,32,0,0, 0,1996,0,0,0,0, 0,3,3,1
 45874,20480, 6,347, 2112,0,109824,0, 52,52,0,0, 1,51340,0,0, 32,32,0,0, 0,2112,0,0,0,0, 0,3,3,1
 2491,20480, 6,366, 1899,0,98748,0, 52,52,0,0, 1,59187,0,0, 32,32,0,0, 0,1899,0,0,0,0, 0,3,3,1
 36649,20480, 6,337, 1960,0,101920,0, 52,52,0,0, 1,51866,0,0, 32,32,0,0, 0,1960,0,0,0,0, 0,3,3,1
 19927,20480, 6,348, 1957,0,101764,0, 52,52,0,0, 1,54152,0,0, 32,32,0,0, 0,1957,0,0,0,0, 0,3,3,1
