 31957,20480, 6,349, 1931,0,100412,0, 52,52,0,0, 1,51718,0,0, 32,32,0,0, 0,1931,0,0,0,0, 0,3,3,1
 16030,20480, 6,347, 1838,0,95576,0, 52,52,0,0, 1,53747,0,0, 32,32,0,0, 0,1838,0,0,0,0, 0,3,3,1
 63552,20480, 6,366, 1984,0,103168,0, 52,52,0,0, 1,65412,0,0, 32,32,0,0, 0,1984,0,0,0,0, 0,3,3,1
 15399,20480, 6,344, 1936,0,100672,0, 52,52,0,0, 1,52917,0,0, 32,32,0,0, 0,1936,0,0,0,0, 0,3,3,1
 16881,20480, 6,347, 1829,0,95108,0, 52,52,0,0, 1,51067,0,0, 32,32,0,0, 0,1829,0,0,0,0, 0,3,3,1
 7709,20480, 6,357, 1814,0,94328,0, 52,52,0,0, 1,65330,0,0, 32,32,0,0, 0,1814,0,0,0,0, 0,3,3,1
 24317,20480, 6,356, 2027,0,105404,0, 52,52,0,0, 1,59975,0,0, 32,32,0,0, 0,2027,0,0,0,0, 0,3,3,1
 25944,20480, 6,332, 1867,0,97084,0, 52,52,0,0, 1,57058,0,0, 32,32,0,0, 0,1867,0,0,0,0, 0,3,3,1
 26836,20480, 6,338, 1902,0,98904,0, 52,52,0,0, 1,65396,0,0, 32,32,0,0, 0,1902,0,0,0,0, 0,3,3,1
 51322,20480, 6,340, 2089,0,108628,0, 52,52,0,0, 1,52117,0,0, 32,32,0,0, 0,2089,0,0,0,0, 0,3,3,1
 63780,20480, 6,356, 1857,0,96564,0, 52,52,0,0, 1,52246,0,0, 32,32,0,0, 0,1857,0,0,0,0, 0,3,3,1
 42782,20480, 6,340, 1858,0,96616,0, 52,52,0,0, 1,52718,0,0, 32,32,0,0, 0,1858,0,0,0,0, 0,3,3,1
 13953,20480, 6,332, 1838,0,95576,0, 52,52,0,0, 1,53065,0,0, 32,32,0,0, 0,1838,0,0,0,0, 0,3,3,1
 11185,20480, 6,339, 2077,0,108004,0, 52,52,0,0, 1,50859,0,0, 32,32,0,0, 0,2077,0,0,0,0, 0,3,3,1
 17180,20480, 6,333, 1868,0,97136,0, 52,52,0,0, 1,55607,0,0, 32,32,0,0, 0,1868,0,0,0,0, 0,3,3,1
 27886,20480, 6,335, 2089,0,108628,0, 52,52,0,0, 1,50715,0,0, 32,32,0,0, 0,2089,0,0,0,0, 0,3,3,1
 56836,20480, 6,350, 1949,0,101348,0, 52,52,0,0, 1,53677,0,0, 32,32,0,0, 0,1949,0,0,0,0, 0,3,3,1
 2287,20480, 6,355, 1874,0,97448,0, 52,52,0,0, 1,52869,0,0, 32,32,0,0, 0,1874,0,0,0,0, 0,3,3,1
 41124,20480, 6,353, 1819,0,94588,0, 52,52,0,0, 1,51700,0,0, 32,32,0,0, 0,1819,0,0,0,0, 0,3,3,1
 21261,20480, 6,334, 1869,0,97188,0, 52,52,0,0, 1,51814,0,0, 32,32,0,0, 0,1869,0,0,0,0, 0,3,3,1
 8330,20480, 6,332, 1852,0,96304,0, 52,52,0,0, 1,51332,0,0, 32,32,0,0, 0,1852,0,0,0,0, 0,3,3,1
 29308,20480, 6,344, 1896,0,98592,0, 52,52,0,0, 1,51120,0,0, 32,32,0,0, 0,1896,0,0,0,0, 0,3,3,1
 23364,20480, 6,350, 1879,0,97708,0, 52,52,0,0, 1,57952,0,0, 32,32,0,0, 0,1879,0,0,0,0, 0,3,3,1
 3274,20480, 6,365, 1986,0,103272,0, 52,52,0,0, 1,51822,0,0, 32,32,0,0, 0,1986,0,0,0,0, 0,3,3,1
 28441,20480, 6,346, 1965,0,102180,0, 52,52,0,0, 1,51150,0,0, 32,32,0,0, 0,1965,0,0,0,0, 0,3,3,1
 21025,20480, 6,342, 2118,0,110136,0, 52,52,0,0, 1,50383,0,0, 32,32,0,0, 0,2118,0,0,0,0, 0,3,3,1
 29847,20480, 6,346, 1894,0,98488,0, 52,52,0,0, 1,51798,0,0, 32,32,0,0, 0,1894,0,0,0,0, 0,3,3,1
 15273,20480, 6,332, 1841,0,95732,0, 52,52,0,0, 1,50977,0,0, 32,32,0,0, 0,1841,0,0,0,0, 0,3,3,1
 58575,20480, 6,357, 1915,0,99580,0, 52,52,0,0, 1,52764,0,0, 32,32,0,0, 0,1915,0,0,0,0, 0,3,3,1
